Stratum,Metabolite,Median_0_1R,Median_2R_plus,median_diff,p_value,FDR,Analysis_Group
Medium (31-90 days),Cortisone.acetate..HILIC.,15.654079711117866,15.408978245130722,-0.245101465987144,0.20702609925525406,0.9444329669790502,Predefined
Medium (31-90 days),Dexamethasone.acetate.anhydrous..C18.,15.641826128978897,15.420458043493145,-0.22136808548575182,0.890424379930903,0.9842726757077296,Predefined
Medium (31-90 days),Fludrocortisone.acetate..HILIC.,14.63628782160923,14.69918827881836,0.06290045720913007,0.7980346369455842,0.9842726757077296,Predefined
Medium (31-90 days),Fludrocortisone..C18.,15.721402782659183,15.90136533177509,0.17996254911590626,0.7084146709784827,0.9842726757077296,Predefined
Medium (31-90 days),Hydrocortisone.sodium.succinate..HILIC.,14.718675436223787,15.391986794568892,0.6733113583451047,0.5150753953930358,0.9842726757077296,Predefined
Medium (31-90 days),Mycophenolic.acid.O.acyl.glucuronide..C18.,20.12871944693757,19.39980836728904,-0.7289110796485296,0.33729748820680366,0.9444329669790502,Predefined
Late (91-180 days),Mycophenolate..C18.,20.03620880265696,19.684358141689323,-0.3518506609676386,0.27858731924360397,0.657499073044123,Predefined
Late (91-180 days),Mycophenolate..HILIC.,24.568539673743402,23.89741945156239,-0.6711202221810133,0.5122531379804476,0.657499073044123,Predefined
Late (91-180 days),X11.Dehydrocorticosterone..HILIC.,14.563847079831952,15.871560417103328,1.3077133372713767,0.45535779137535437,0.657499073044123,Predefined
Late (91-180 days),Prednisone..HILIC.,15.203320308019874,15.784451276923015,0.5811309689031408,0.07185761957730813,0.657499073044123,Predefined
Late (91-180 days),Cortisone..HILIC.,14.89261625122649,14.885427780757759,-0.0071884704687317225,0.49115684093437145,0.657499073044123,Predefined
Late (91-180 days),Tetrahydrocorticosterone..C18.,20.052898095741305,20.140913631839275,0.08801553609796997,0.5635706340378197,0.657499073044123,Predefined
Late (91-180 days),Tetrahydrocortisone..C18.,15.874607862968144,16.09888148962852,0.2242736266603771,0.4417126287043327,0.657499073044123,Predefined
Late (91-180 days),Prednisone..C18.,15.98707524611294,15.624331371427573,-0.36274387468536773,0.5268631813125695,0.657499073044123,Predefined
Late (91-180 days),Cortisone.acetate..HILIC.,15.530113004769142,15.581087747038932,0.050974742269790596,0.8047274749721912,0.8666295884315905,Predefined
Late (91-180 days),Dexamethasone.acetate.anhydrous..C18.,15.488323811139617,14.522709485691523,-0.9656143254480938,0.5304243567080777,0.657499073044123,Predefined
Late (91-180 days),Fludrocortisone.acetate..HILIC.,14.646666123917399,12.735594194039408,-1.9110719298779912,0.20850945494994438,0.657499073044123,Predefined
Late (91-180 days),Fludrocortisone..C18.,15.740659172168208,15.623062933579723,-0.11759623858848478,0.978031145717464,0.978031145717464,Predefined
Late (91-180 days),Hydrocortisone.sodium.succinate..HILIC.,14.798146253310016,14.595470279362075,-0.20267597394794024,0.49115684093437145,0.657499073044123,Predefined
Late (91-180 days),Mycophenolic.acid.O.acyl.glucuronide..C18.,20.17500393067306,20.053230752976674,-0.12177317769638663,0.27858731924360397,0.657499073044123,Predefined
Below Median,Mycophenolate..C18.,19.97985512424635,19.962854078492736,-0.017001045753612942,1,1,Median
Below Median,Mycophenolate..HILIC.,24.71539829603646,25.264321000327644,0.5489227042911828,0.39095813723718,0.814859166833029,Median
Below Median,X11.Dehydrocorticosterone..HILIC.,15.588287179712333,15.134394271562641,-0.4538929081496921,0.18071657147528322,0.814859166833029,Median
Below Median,Prednisone..HILIC.,15.476144987388256,15.417578984613739,-0.0585660027745174,0.8824178342234441,1,Median
Below Median,Cortisone..HILIC.,15.088022183223943,14.994702620502354,-0.09331956272158948,1,1,Median
Below Median,Tetrahydrocorticosterone..C18.,20.028852499172274,20.072070176196416,0.04321767702414192,0.7786956133822276,1,Median
Below Median,Tetrahydrocortisone..C18.,16.153765779990838,16.31917464476318,0.16540886477234196,0.37484781440893206,0.814859166833029,Median
Below Median,Prednisone..C18.,15.82844398135159,16.42244919593811,0.5940052145865202,0.4074295834165145,0.814859166833029,Median
Below Median,Cortisone.acetate..HILIC.,15.742306830513764,15.53024479912948,-0.21206203138428315,0.04916765507365827,0.6883471710312158,Median
Below Median,Dexamethasone.acetate.anhydrous..C18.,15.641470418241104,15.207963789539354,-0.4335066287017497,1,1,Median
Below Median,Fludrocortisone.acetate..HILIC.,14.661098947324188,14.864592474265704,0.20349352694151612,0.390976222228629,0.814859166833029,Median
Below Median,Fludrocortisone..C18.,15.738248013497333,15.581088779321496,-0.15715923417583788,0.18805543465054136,0.814859166833029,Median
Below Median,Hydrocortisone.sodium.succinate..HILIC.,14.95635351285878,14.888738540728358,-0.06761497213042134,0.8941029108692156,1,Median
Below Median,Mycophenolic.acid.O.acyl.glucuronide..C18.,19.85912131509288,20.180351363757556,0.321230048664674,0.5740751317789723,1,Median
Above Median,Mycophenolate..C18.,20.097951084552008,19.638810802862608,-0.45914028168940035,0.09046035513769149,0.6040320211186802,Median
Above Median,Mycophenolate..HILIC.,24.568539673743402,22.793928860198392,-1.77461081354501,0.1356353338185617,0.6040320211186802,Median
Above Median,X11.Dehydrocorticosterone..HILIC.,15.177052350918633,14.985250518911252,-0.1918018320073802,0.9830859516929095,0.9830859516929095,Median
Above Median,Prednisone..HILIC.,15.189481881880214,15.571868193108875,0.38238631122866096,0.20798125186657992,0.6040320211186802,Median
Above Median,Cortisone..HILIC.,14.733465039425305,14.808144736335148,0.07467969690984333,0.8323858686563965,0.8964155508607347,Median
Above Median,Tetrahydrocorticosterone..C18.,20.027552861929564,20.090144731292522,0.06259186936295791,0.21572572182810007,0.6040320211186802,Median
Above Median,Tetrahydrocortisone..C18.,15.848232822246036,16.075725671001262,0.2274928487552259,0.37977181677765237,0.7595436335553047,Median
Above Median,Prednisone..C18.,15.811078738370693,15.542306452815096,-0.2687722855555972,0.5186241958740256,0.8067771798506147,Median
Above Median,Cortisone.acetate..HILIC.,15.569791044485777,15.605355111502847,0.035564067017070045,0.7429039574914543,0.8667212837400301,Median
Above Median,Dexamethasone.acetate.anhydrous..C18.,15.548864548263188,14.9789428318962,-0.5699217163669879,0.6567176544162096,0.835822469256994,Median
Above Median,Fludrocortisone.acetate..HILIC.,14.627127452031875,14.573860227243717,-0.05326722478815782,0.30472453199017124,0.7110239079770663,Median
Above Median,Fludrocortisone..C18.,15.765219481864188,15.893965102334993,0.12874562047080573,0.5186424727611094,0.8067771798506147,Median
Above Median,Hydrocortisone.sodium.succinate..HILIC.,14.798146253310016,14.644504186245058,-0.15364206706495764,0.6339682103615031,0.835822469256994,Median
Above Median,Mycophenolic.acid.O.acyl.glucuronide..C18.,20.159448568891367,19.950698271423693,-0.20875029746767382,0.10545592020143738,0.6040320211186802,Median
