Stratum,Metabolite,Median_0_1R,Median_2R_plus,median_diff,p_value,FDR,Analysis_Group
Medium (31-90 days),Cortisone.acetate..HILIC.,15.654079711117866,15.408978245130722,-0.245101465987144,0.20702609925525406,0.9444329669790502,Predefined
Medium (31-90 days),Dexamethasone.acetate.anhydrous..C18.,15.641826128978897,15.420458043493145,-0.22136808548575182,0.890424379930903,0.9842726757077296,Predefined
Medium (31-90 days),Fludrocortisone.acetate..HILIC.,14.63628782160923,14.69918827881836,0.06290045720913007,0.7980346369455842,0.9842726757077296,Predefined
Medium (31-90 days),Fludrocortisone..C18.,15.721402782659183,15.90136533177509,0.17996254911590626,0.7084146709784827,0.9842726757077296,Predefined
Medium (31-90 days),Hydrocortisone.sodium.succinate..HILIC.,14.718675436223787,15.391986794568892,0.6733113583451047,0.5150753953930358,0.9842726757077296,Predefined
Medium (31-90 days),Mycophenolic.acid.O.acyl.glucuronide..C18.,20.12871944693757,19.39980836728904,-0.7289110796485296,0.33729748820680366,0.9444329669790502,Predefined
Late (91-180 days),Mycophenolate..C18.,20.03620880265696,19.684358141689323,-0.3518506609676386,0.27858731924360397,0.657499073044123,Predefined
Late (91-180 days),Mycophenolate..HILIC.,24.568539673743402,23.89741945156239,-0.6711202221810133,0.5122531379804476,0.657499073044123,Predefined
Late (91-180 days),X11.Dehydrocorticosterone..HILIC.,14.563847079831952,15.871560417103328,1.3077133372713767,0.45535779137535437,0.657499073044123,Predefined
Late (91-180 days),Prednisone..HILIC.,15.203320308019874,15.784451276923015,0.5811309689031408,0.07185761957730813,0.657499073044123,Predefined
Late (91-180 days),Cortisone..HILIC.,14.89261625122649,14.885427780757759,-0.0071884704687317225,0.49115684093437145,0.657499073044123,Predefined
Late (91-180 days),Tetrahydrocorticosterone..C18.,20.052898095741305,20.140913631839275,0.08801553609796997,0.5635706340378197,0.657499073044123,Predefined
Late (91-180 days),Tetrahydrocortisone..C18.,15.874607862968144,16.09888148962852,0.2242736266603771,0.4417126287043327,0.657499073044123,Predefined
Late (91-180 days),Prednisone..C18.,15.98707524611294,15.624331371427573,-0.36274387468536773,0.5268631813125695,0.657499073044123,Predefined
Late (91-180 days),Cortisone.acetate..HILIC.,15.530113004769142,15.581087747038932,0.050974742269790596,0.8047274749721912,0.8666295884315905,Predefined
Late (91-180 days),Dexamethasone.acetate.anhydrous..C18.,15.488323811139617,14.522709485691523,-0.9656143254480938,0.5304243567080777,0.657499073044123,Predefined
Late (91-180 days),Fludrocortisone.acetate..HILIC.,14.646666123917399,12.735594194039408,-1.9110719298779912,0.20850945494994438,0.657499073044123,Predefined
Late (91-180 days),Fludrocortisone..C18.,15.740659172168208,15.623062933579723,-0.11759623858848478,0.978031145717464,0.978031145717464,Predefined
Late (91-180 days),Hydrocortisone.sodium.succinate..HILIC.,14.798146253310016,14.595470279362075,-0.20267597394794024,0.49115684093437145,0.657499073044123,Predefined
Late (91-180 days),Mycophenolic.acid.O.acyl.glucuronide..C18.,20.17500393067306,20.053230752976674,-0.12177317769638663,0.27858731924360397,0.657499073044123,Predefined
Q1 (Earliest),Mycophenolate..C18.,20.12610866373582,19.892382126557248,-0.2337265371785726,0.8353464497873317,1,Quartile
Q1 (Earliest),Mycophenolate..HILIC.,24.765325787535716,25.21288903308138,0.4475632455456662,0.8353464497873317,1,Quartile
Q1 (Earliest),X11.Dehydrocorticosterone..HILIC.,15.52342109162053,15.118953762222432,-0.4044673293980985,0.1702997472479904,0.5960491153679665,Quartile
Q1 (Earliest),Prednisone..HILIC.,15.533889404255026,15.223573170061258,-0.31031623419376864,0.6657516266886154,1,Quartile
Q1 (Earliest),Cortisone..HILIC.,15.084372466311516,15.143580897512809,0.059208431201293266,0.761240813030383,1,Quartile
Q1 (Earliest),Tetrahydrocorticosterone..C18.,20.085402047083868,20.091450937129782,0.006048890045914135,0.9872461803692585,1,Quartile
Q1 (Earliest),Tetrahydrocortisone..C18.,16.13144907560073,16.244252340936338,0.11280326533560725,0.1415423334876322,0.5960491153679665,Quartile
Q1 (Earliest),Prednisone..C18.,16.59839714966823,16.245485703626038,-0.35291144604219227,0.6970139340316205,1,Quartile
Q1 (Earliest),Cortisone.acetate..HILIC.,15.775780037421224,15.54955026304734,-0.22622977437388414,0.13281012701937914,0.5960491153679665,Quartile
Q1 (Earliest),Dexamethasone.acetate.anhydrous..C18.,15.933026708509994,15.525353497410002,-0.40767321109999166,1,1,Quartile
Q1 (Earliest),Fludrocortisone.acetate..HILIC.,14.409629663850238,14.777898122363467,0.36826845851322965,0.3952258766104215,1,Quartile
Q1 (Earliest),Fludrocortisone..C18.,15.846744047725874,15.534445584606726,-0.31229846311914855,0.10903609935213678,0.5960491153679665,Quartile
Q1 (Earliest),Hydrocortisone.sodium.succinate..HILIC.,14.894581004369375,14.705114928813641,-0.18946607555573358,0.7369692002290313,1,Quartile
Q1 (Earliest),Mycophenolic.acid.O.acyl.glucuronide..C18.,20.060588284083362,20.138073541212044,0.07748525712868215,0.9617515593109389,1,Quartile
Q2 (Early-Med),Mycophenolate..C18.,19.70080707382067,19.962854078492736,0.2620470046720662,0.7768631813125694,1,Quartile
Q2 (Early-Med),Mycophenolate..HILIC.,24.577992994526394,25.381089438995744,0.8030964444693502,0.3325852653958983,1,Quartile
Q2 (Early-Med),X11.Dehydrocorticosterone..HILIC.,15.655326101650548,15.609424082806965,-0.04590201884358258,0.974860956618465,1,Quartile
Q2 (Early-Med),Prednisone..HILIC.,15.385319358940936,15.534807476020019,0.14948811707908227,0.6812013348164625,1,Quartile
Q2 (Early-Med),Cortisone..HILIC.,15.242951585880718,14.994702620502354,-0.24824896537836416,1,1,Quartile
Q2 (Early-Med),Tetrahydrocorticosterone..C18.,20.023596780326354,19.32471542913294,-0.698881351193414,0.5454949944382647,1,Quartile
Q2 (Early-Med),Tetrahydrocortisone..C18.,16.395783830343138,16.498165163196425,0.10238133285328743,0.974860956618465,1,Quartile
Q2 (Early-Med),Prednisone..C18.,15.305342953842974,16.574357015350024,1.2690140615070504,0.6161480335402807,1,Quartile
Q2 (Early-Med),Cortisone.acetate..HILIC.,15.701604433329209,15.117874428601274,-0.5837300047279346,0.12191323692992212,1,Quartile
Q2 (Early-Med),Dexamethasone.acetate.anhydrous..C18.,15.425571622358301,14.924450717678983,-0.5011209046793184,0.5454949944382647,1,Quartile
Q2 (Early-Med),Fludrocortisone.acetate..HILIC.,14.737889728065936,15.01975581055073,0.28186608248479494,0.3159065628476084,1,Quartile
Q2 (Early-Med),Fludrocortisone..C18.,15.69950901857611,15.858539605794801,0.159030587218691,0.8258064516129031,1,Quartile
Q2 (Early-Med),Hydrocortisone.sodium.succinate..HILIC.,14.983515130038437,15.295923188091308,0.31240805805287053,0.5454949944382647,1,Quartile
Q2 (Early-Med),Mycophenolic.acid.O.acyl.glucuronide..C18.,19.74693738504359,20.400703420560067,0.653766035516476,0.3324389798537876,1,Quartile
Q3 (Med-Late),Mycophenolate..C18.,20.143144176881457,19.200023087427756,-0.943121089453701,0.21036833938457355,0.7362891878460074,Quartile
Q3 (Med-Late),Mycophenolate..HILIC.,24.600081268336773,22.71306841020983,-1.887012858126944,0.14098869569180897,0.7362891878460074,Quartile
Q3 (Med-Late),X11.Dehydrocorticosterone..HILIC.,15.380472930653884,14.618832890898267,-0.7616400397556173,0.14108838311494126,0.7362891878460074,Quartile
Q3 (Med-Late),Prednisone..HILIC.,15.15304402123709,15.105360234290044,-0.04768378694704545,1,1,Quartile
Q3 (Med-Late),Cortisone..HILIC.,14.685451891031132,12.570496373794063,-2.1149555172370693,0.49055710339213615,0.9811142067842723,Quartile
Q3 (Med-Late),Tetrahydrocorticosterone..C18.,20.010806327084055,20.084719650166136,0.0739133230820812,0.3815982404692082,0.8903958944281526,Quartile
Q3 (Med-Late),Tetrahydrocortisone..C18.,15.641722546694119,15.95980051013948,0.31807796344536143,0.6385640323933744,0.9933218281674714,Quartile
Q3 (Med-Late),Prednisone..C18.,15.500231403251785,15.542306452815096,0.04207504956331043,0.8755844129240697,1,Quartile
Q3 (Med-Late),Cortisone.acetate..HILIC.,15.654079711117866,15.70008206166017,0.04600235054230417,0.5714809384164222,0.9933218281674714,Quartile
Q3 (Med-Late),Dexamethasone.acetate.anhydrous..C18.,15.641826128978897,15.88572022584002,0.24389409686112273,0.8365102639296185,1,Quartile
Q3 (Med-Late),Fludrocortisone.acetate..HILIC.,14.605429547376101,14.573860227243717,-0.03156932013238389,1,1,Quartile
Q3 (Med-Late),Fludrocortisone..C18.,15.765219481864188,15.908765561215183,0.14354607935099573,0.3815982404692082,0.8903958944281526,Quartile
Q3 (Med-Late),Hydrocortisone.sodium.succinate..HILIC.,14.773916452423162,15.488050401046475,0.7141339486233136,0.9296187683284454,1,Quartile
Q3 (Med-Late),Mycophenolic.acid.O.acyl.glucuronide..C18.,20.12871944693757,18.704357253290134,-1.4243621936474362,0.21036833938457355,0.7362891878460074,Quartile
Q4 (Latest),Mycophenolate..C18.,20.03620880265696,19.684358141689323,-0.3518506609676386,0.27858731924360397,0.657499073044123,Quartile
Q4 (Latest),Mycophenolate..HILIC.,24.568539673743402,23.89741945156239,-0.6711202221810133,0.5122531379804476,0.657499073044123,Quartile
Q4 (Latest),X11.Dehydrocorticosterone..HILIC.,14.563847079831952,15.871560417103328,1.3077133372713767,0.45535779137535437,0.657499073044123,Quartile
Q4 (Latest),Prednisone..HILIC.,15.203320308019874,15.784451276923015,0.5811309689031408,0.07185761957730813,0.657499073044123,Quartile
Q4 (Latest),Cortisone..HILIC.,14.89261625122649,14.885427780757759,-0.0071884704687317225,0.49115684093437145,0.657499073044123,Quartile
Q4 (Latest),Tetrahydrocorticosterone..C18.,20.052898095741305,20.140913631839275,0.08801553609796997,0.5635706340378197,0.657499073044123,Quartile
Q4 (Latest),Tetrahydrocortisone..C18.,15.874607862968144,16.09888148962852,0.2242736266603771,0.4417126287043327,0.657499073044123,Quartile
Q4 (Latest),Prednisone..C18.,15.98707524611294,15.624331371427573,-0.36274387468536773,0.5268631813125695,0.657499073044123,Quartile
Q4 (Latest),Cortisone.acetate..HILIC.,15.530113004769142,15.581087747038932,0.050974742269790596,0.8047274749721912,0.8666295884315905,Quartile
Q4 (Latest),Dexamethasone.acetate.anhydrous..C18.,15.488323811139617,14.522709485691523,-0.9656143254480938,0.5304243567080777,0.657499073044123,Quartile
Q4 (Latest),Fludrocortisone.acetate..HILIC.,14.646666123917399,12.735594194039408,-1.9110719298779912,0.20850945494994438,0.657499073044123,Quartile
Q4 (Latest),Fludrocortisone..C18.,15.740659172168208,15.623062933579723,-0.11759623858848478,0.978031145717464,0.978031145717464,Quartile
Q4 (Latest),Hydrocortisone.sodium.succinate..HILIC.,14.798146253310016,14.595470279362075,-0.20267597394794024,0.49115684093437145,0.657499073044123,Quartile
Q4 (Latest),Mycophenolic.acid.O.acyl.glucuronide..C18.,20.17500393067306,20.053230752976674,-0.12177317769638663,0.27858731924360397,0.657499073044123,Quartile
Below Median,Mycophenolate..C18.,19.97985512424635,19.962854078492736,-0.017001045753612942,1,1,Median
Below Median,Mycophenolate..HILIC.,24.71539829603646,25.264321000327644,0.5489227042911828,0.39095813723718,0.814859166833029,Median
Below Median,X11.Dehydrocorticosterone..HILIC.,15.588287179712333,15.134394271562641,-0.4538929081496921,0.18071657147528322,0.814859166833029,Median
Below Median,Prednisone..HILIC.,15.476144987388256,15.417578984613739,-0.0585660027745174,0.8824178342234441,1,Median
Below Median,Cortisone..HILIC.,15.088022183223943,14.994702620502354,-0.09331956272158948,1,1,Median
Below Median,Tetrahydrocorticosterone..C18.,20.028852499172274,20.072070176196416,0.04321767702414192,0.7786956133822276,1,Median
Below Median,Tetrahydrocortisone..C18.,16.153765779990838,16.31917464476318,0.16540886477234196,0.37484781440893206,0.814859166833029,Median
Below Median,Prednisone..C18.,15.82844398135159,16.42244919593811,0.5940052145865202,0.4074295834165145,0.814859166833029,Median
Below Median,Cortisone.acetate..HILIC.,15.742306830513764,15.53024479912948,-0.21206203138428315,0.04916765507365827,0.6883471710312158,Median
Below Median,Dexamethasone.acetate.anhydrous..C18.,15.641470418241104,15.207963789539354,-0.4335066287017497,1,1,Median
Below Median,Fludrocortisone.acetate..HILIC.,14.661098947324188,14.864592474265704,0.20349352694151612,0.390976222228629,0.814859166833029,Median
Below Median,Fludrocortisone..C18.,15.738248013497333,15.581088779321496,-0.15715923417583788,0.18805543465054136,0.814859166833029,Median
Below Median,Hydrocortisone.sodium.succinate..HILIC.,14.95635351285878,14.888738540728358,-0.06761497213042134,0.8941029108692156,1,Median
Below Median,Mycophenolic.acid.O.acyl.glucuronide..C18.,19.85912131509288,20.180351363757556,0.321230048664674,0.5740751317789723,1,Median
Above Median,Mycophenolate..C18.,20.097951084552008,19.638810802862608,-0.45914028168940035,0.09046035513769149,0.6040320211186802,Median
Above Median,Mycophenolate..HILIC.,24.568539673743402,22.793928860198392,-1.77461081354501,0.1356353338185617,0.6040320211186802,Median
Above Median,X11.Dehydrocorticosterone..HILIC.,15.177052350918633,14.985250518911252,-0.1918018320073802,0.9830859516929095,0.9830859516929095,Median
Above Median,Prednisone..HILIC.,15.189481881880214,15.571868193108875,0.38238631122866096,0.20798125186657992,0.6040320211186802,Median
Above Median,Cortisone..HILIC.,14.733465039425305,14.808144736335148,0.07467969690984333,0.8323858686563965,0.8964155508607347,Median
Above Median,Tetrahydrocorticosterone..C18.,20.027552861929564,20.090144731292522,0.06259186936295791,0.21572572182810007,0.6040320211186802,Median
Above Median,Tetrahydrocortisone..C18.,15.848232822246036,16.075725671001262,0.2274928487552259,0.37977181677765237,0.7595436335553047,Median
Above Median,Prednisone..C18.,15.811078738370693,15.542306452815096,-0.2687722855555972,0.5186241958740256,0.8067771798506147,Median
Above Median,Cortisone.acetate..HILIC.,15.569791044485777,15.605355111502847,0.035564067017070045,0.7429039574914543,0.8667212837400301,Median
Above Median,Dexamethasone.acetate.anhydrous..C18.,15.548864548263188,14.9789428318962,-0.5699217163669879,0.6567176544162096,0.835822469256994,Median
Above Median,Fludrocortisone.acetate..HILIC.,14.627127452031875,14.573860227243717,-0.05326722478815782,0.30472453199017124,0.7110239079770663,Median
Above Median,Fludrocortisone..C18.,15.765219481864188,15.893965102334993,0.12874562047080573,0.5186424727611094,0.8067771798506147,Median
Above Median,Hydrocortisone.sodium.succinate..HILIC.,14.798146253310016,14.644504186245058,-0.15364206706495764,0.6339682103615031,0.835822469256994,Median
Above Median,Mycophenolic.acid.O.acyl.glucuronide..C18.,20.159448568891367,19.950698271423693,-0.20875029746767382,0.10545592020143738,0.6040320211186802,Median
